"borough" "neighborhood" "building.class.category" "tax.class.at.present" "block" "lot" "ease.ment" "building.class.at.present" "address" "apartment.number" "zip.code" "residential.units" "commercial.units" "total.units" "land.square.feet" "gross.square.feet" "year.built" "tax.class.at.time.of.sale" "building.class.at.time.of.sale" "sale.price" "sale.date" "sale.price.n" "gross.sqft" "land.sqft" "outliers"
"22274" 4 "SOUTH JAMAICA            " "01  ONE FAMILY DWELLINGS                    " "1" 10267 17 NA "A1" "109-35 175TH   STREET                    " "            " 11433 1 0 1 " 2,500 " " 1,344 " 1920 1 "A1" " 401,000 " "10/16/2015" 401000 1344 2500 0
"22275" 4 "SOUTH JAMAICA            " "01  ONE FAMILY DWELLINGS                    " "1" 10267 55 NA "A9" "109-40 176TH   STREET                    " "            " 11433 1 0 1 " 4,000 " " 672 " 1920 1 "A9" " 265,668 " "3/30/2016" 265668 672 4000 0
"22277" 4 "SOUTH JAMAICA            " "01  ONE FAMILY DWELLINGS                    " "1" 10268 21 NA "A2" "109-29 176TH   STREET                    " "            " 11433 1 0 1 " 4,000 " " 1,094 " 1950 1 "A2" " 670,000 " "8/15/2016" 670000 1094 4000 0
"22278" 4 "SOUTH JAMAICA            " "01  ONE FAMILY DWELLINGS                    " "1" 10268 21 NA "A2" "109-29 176TH STREET                      " "            " 11433 1 0 1 " 4,000 " " 1,094 " 1950 1 "A2" " 349,500 " "9/21/2015" 349500 1094 4000 0
"22279" 4 "SOUTH JAMAICA            " "01  ONE FAMILY DWELLINGS                    " "1" 10269 32 NA "A1" "109-48 178TH   STREET                    " "            " 11433 1 0 1 " 4,000 " " 1,300 " 1950 1 "A1" " 410,000 " "5/12/2016" 410000 1300 4000 0
"22281" 4 "SOUTH JAMAICA            " "01  ONE FAMILY DWELLINGS                    " "1" 10330 138 NA "A1" "103-33 177 STREET                        " "            " 11433 1 0 1 " 2,142 " " 1,065 " 1920 1 "A1" " 340,000 " "6/15/2016" 340000 1065 2142 0
"22283" 4 "SOUTH JAMAICA            " "01  ONE FAMILY DWELLINGS                    " "1" 11924 14 NA "A5" "139-02 LAKEWOOD AVENUE                   " "            " 11435 1 0 1 " 1,155 " " 990 " 1930 1 "A5" " 276,100 " "5/4/2016" 276100 990 1155 0
"22284" 4 "SOUTH JAMAICA            " "01  ONE FAMILY DWELLINGS                    " "1" 11925 67 NA "A1" "139-19 GLASSBORO AVENUE                  " "            " 11435 1 0 1 " 2,002 " " 882 " 1930 1 "A1" " 215,000 " "6/7/2016" 215000 882 2002 0
"22289" 4 "SOUTH JAMAICA            " "01  ONE FAMILY DWELLINGS                    " "1" 11935 12 NA "A1" "143-28 FERNDALE AVENUE                   " "            " 11435 1 0 1 " 2,442 " " 1,264 " 1920 1 "A1" " 410,000 " "6/24/2016" 410000 1264 2442 0
"22290" 4 "SOUTH JAMAICA            " "01  ONE FAMILY DWELLINGS                    " "1" 11935 48 NA "A5" "143-07 GLASSBORO AVENUE                  " "            " 11435 1 0 1 " 2,000 " " 1,280 " 1940 1 "A5" " 335,000 " "2/19/2016" 335000 1280 2000 0
"22291" 4 "SOUTH JAMAICA            " "01  ONE FAMILY DWELLINGS                    " "1" 11936 12 NA "A1" "143-20 GLASSBORO AVENUE                  " "            " 11435 1 0 1 " 2,338 " " 1,296 " 1920 1 "A1" " 300,000 " "7/15/2016" 3e+05 1296 2338 0
"22292" 4 "SOUTH JAMAICA            " "01  ONE FAMILY DWELLINGS                    " "1" 11936 42 NA "A5" "14335 110TH AVENUE                       " "            " 11435 1 0 1 " 2,435 " " 1,440 " 1950 1 "A5" " 415,000 " "6/24/2016" 415000 1440 2435 0
"22294" 4 "SOUTH JAMAICA            " "01  ONE FAMILY DWELLINGS                    " "1" 11940 167 NA "A1" "145-34 109TH AVENUE                      " "            " 11435 1 0 1 " 3,000 " " 1,883 " 1930 1 "A1" " 625,000 " "12/28/2015" 625000 1883 3000 0
"22296" 4 "SOUTH JAMAICA            " "01  ONE FAMILY DWELLINGS                    " "1" 11947 262 NA "A1" "147-24 109TH AVENUE                      " "            " 11435 1 0 1 " 2,558 " " 1,598 " 1925 1 "A1" " 335,000 " "12/14/2015" 335000 1598 2558 0
"22297" 4 "SOUTH JAMAICA            " "01  ONE FAMILY DWELLINGS                    " "1" 11951 451 NA "A1" "110-05 LIVERPOOL STREET                  " "            " 11435 1 0 1 " 4,000 " " 1,080 " 1925 1 "A1" " 440,000 " "5/20/2016" 440000 1080 4000 0
"22298" 4 "SOUTH JAMAICA            " "01  ONE FAMILY DWELLINGS                    " "1" 11954 12 NA "A1" "111-14 139TH STREET                      " "            " 11435 1 0 1 " 2,000 " " 980 " 1925 1 "A1" " 380,000 " "6/21/2016" 380000 980 2000 0
"22299" 4 "SOUTH JAMAICA            " "01  ONE FAMILY DWELLINGS                    " "1" 11954 12 NA "A1" "111-14 139TH   STREET                    " "            " 11435 1 0 1 " 2,000 " " 980 " 1925 1 "A1" " 110,000 " "1/28/2016" 110000 980 2000 0
"22300" 4 "SOUTH JAMAICA            " "01  ONE FAMILY DWELLINGS                    " "1" 11957 27 NA "A0" "141-11 LINDEN BOULEVARD                  " "            " 11436 1 0 1 " 5,000 " " 1,340 " 1950 1 "A0" " 175,000 " "8/4/2016" 175000 1340 5000 0
"22302" 4 "SOUTH JAMAICA            " "01  ONE FAMILY DWELLINGS                    " "1" 11962 21 NA "A5" "111-45 INWOOD STREET                     " "            " 11435 1 0 1 " 2,000 " " 1,280 " 1940 1 "A5" " 385,000 " "8/5/2016" 385000 1280 2000 0
"22303" 4 "SOUTH JAMAICA            " "01  ONE FAMILY DWELLINGS                    " "1" 11965 103 NA "A5" "111-40 SUTPHIN BLVD                      " "            " 11435 1 0 1 " 2,400 " " 1,190 " 1960 1 "A5" " 416,000 " "10/29/2015" 416000 1190 2400 0
"22304" 4 "SOUTH JAMAICA            " "01  ONE FAMILY DWELLINGS                    " "1" 11965 118 NA "A5" "111-23 148 STREET                        " "            " 11435 1 0 1 " 3,888 " " 1,190 " 1960 1 "A5" " 165,000 " "6/29/2016" 165000 1190 3888 0
"22305" 4 "SOUTH JAMAICA            " "01  ONE FAMILY DWELLINGS                    " "1" 11965 182 NA "A1" "111-11 148TH STREET                      " "            " 11435 1 0 1 " 2,784 " " 1,280 " 1920 1 "A1" " 460,000 " "1/26/2016" 460000 1280 2784 0
"22306" 4 "SOUTH JAMAICA            " "01  ONE FAMILY DWELLINGS                    " "1" 11966 22 NA "A1" "148-23 LINDEN BOULEVARD                  " "            " 11436 1 0 1 " 1,600 " " 938 " 1910 1 "A1" " 355,000 " "9/21/2015" 355000 938 1600 0
"22307" 4 "SOUTH JAMAICA            " "01  ONE FAMILY DWELLINGS                    " "1" 11966 24 NA "A1" "148-19 LINDEN BOULEVARD                  " "            " 11436 1 0 1 " 1,600 " " 938 " 1910 1 "A1" " 170,000 " "4/7/2016" 170000 938 1600 0
"22308" 4 "SOUTH JAMAICA            " "01  ONE FAMILY DWELLINGS                    " "1" 12147 10 NA "A1" "109-29 156TH STREET                      " "            " 11433 1 0 1 " 2,500 " " 1,248 " 1925 1 "A1" " 170,000 " "5/27/2016" 170000 1248 2500 0
"22309" 4 "SOUTH JAMAICA            " "01  ONE FAMILY DWELLINGS                    " "1" 12147 32 NA "A1" "109-20 157TH   STREET                    " "            " 11433 1 0 1 " 2,500 " " 1,216 " 1920 1 "A1" " 180,000 " "1/22/2016" 180000 1216 2500 0
"22310" 4 "SOUTH JAMAICA            " "01  ONE FAMILY DWELLINGS                    " "1" 12147 49 NA "A1" "156-13 110TH AVENUE                      " "            " 11433 1 0 1 " 2,500 " " 2,208 " 1925 1 "A1" " 239,900 " "5/13/2016" 239900 2208 2500 0
"22311" 4 "SOUTH JAMAICA            " "01  ONE FAMILY DWELLINGS                    " "1" 12148 7 NA "A1" "109-33 157TH   STREET                    " "            " 11433 1 0 1 " 3,781 " " 1,050 " 1915 1 "A1" " 175,000 " "7/21/2016" 175000 1050 3781 0
"22312" 4 "SOUTH JAMAICA            " "01  ONE FAMILY DWELLINGS                    " "1" 12152 47 NA "A1" "109-24 GUY R BREWER BLVD                 " "            " 11433 1 0 1 " 2,875 " " 1,650 " 2000 1 "A1" " 360,000 " "12/30/2015" 360000 1650 2875 0
"22313" 4 "SOUTH JAMAICA            " "01  ONE FAMILY DWELLINGS                    " "1" 12158 20 NA "A1" "111-17 153RD   STREET                    " "            " 11433 1 0 1 " 3,600 " " 968 " 1920 1 "A1" " 400,000 " "2/16/2016" 4e+05 968 3600 0
"22317" 4 "SOUTH JAMAICA            " "01  ONE FAMILY DWELLINGS                    " "1" 12160 6 NA "A1" "110-35 156 STREET                        " "            " 11433 1 0 1 " 2,500 " " 1,218 " 1920 1 "A1" " 415,000 " "9/10/2015" 415000 1218 2500 0
"22319" 4 "SOUTH JAMAICA            " "01  ONE FAMILY DWELLINGS                    " "1" 12160 34 NA "A1" "110-26 157TH STREET                      " "            " 11433 1 0 1 " 2,500 " " 1,248 " 1920 1 "A1" " 390,000 " "10/22/2015" 390000 1248 2500 0
"22320" 4 "SOUTH JAMAICA            " "01  ONE FAMILY DWELLINGS                    " "1" 12160 38 NA "A1" "110-36 157 STREET                        " "            " 11433 1 0 1 " 2,500 " " 1,500 " 2000 1 "A1" " 225,000 " "7/15/2016" 225000 1500 2500 0
"22321" 4 "SOUTH JAMAICA            " "01  ONE FAMILY DWELLINGS                    " "1" 12163 43 NA "A1" "110-40 160 STREET                        " "            " 11433 1 0 1 " 2,500 " " 1,230 " 1915 1 "A2" " 375,000 " "9/2/2015" 375000 1230 2500 0
"22322" 4 "SOUTH JAMAICA            " "01  ONE FAMILY DWELLINGS                    " "1" 12164 12 NA "A1" "110-29 160TH   STREET                    " "            " 11433 1 0 1 " 3,325 " " 1,088 " 1915 1 "A1" " 240,825 " "4/27/2016" 240825 1088 3325 0
"22323" 4 "SOUTH JAMAICA            " "01  ONE FAMILY DWELLINGS                    " "1" 12164 77 NA "A1" "160-05 111TH AVENUE                      " "            " 11433 1 0 1 " 2,265 " " 1,320 " 1925 1 "A1" " 403,000 " "9/30/2015" 403000 1320 2265 0
"22324" 4 "SOUTH JAMAICA            " "01  ONE FAMILY DWELLINGS                    " "1" 12166 8 NA "A2" "111-33 SUTPHIN BLVD                      " "            " 11435 1 0 1 " 1,988 " " 820 " 1940 1 "A2" " 365,000 " "8/8/2016" 365000 820 1988 0
"22325" 4 "SOUTH JAMAICA            " "01  ONE FAMILY DWELLINGS                    " "1" 12166 8 NA "A2" "111-33 SUTPHIN BOULEVARD                 " "            " 11435 1 0 1 " 1,988 " " 820 " 1940 1 "A2" " 186,000 " "3/23/2016" 186000 820 1988 0
"22326" 4 "SOUTH JAMAICA            " "01  ONE FAMILY DWELLINGS                    " "1" 12166 10 NA "A2" "111-27 SUTPHIN BOULEVARD                 " "            " 11435 1 0 1 " 1,980 " " 820 " 1940 1 "A2" " 195,000 " "5/16/2016" 195000 820 1980 0
"22327" 4 "SOUTH JAMAICA            " "01  ONE FAMILY DWELLINGS                    " "1" 12168 33 NA "A2" "153-32 112TH   AVENUE                    " "            " 11433 1 0 1 " 2,260 " " 920 " 1940 1 "A2" " 275,000 " "1/13/2016" 275000 920 2260 0
"22328" 4 "SOUTH JAMAICA            " "01  ONE FAMILY DWELLINGS                    " "1" 12169 22 NA "A1" "150-34 113 AVENUE                        " "            " 11433 1 0 1 " 2,700 " " 1,450 " 1930 1 "A1" " 260,000 " "12/10/2015" 260000 1450 2700 0
"22330" 4 "SOUTH JAMAICA            " "01  ONE FAMILY DWELLINGS                    " "1" 12170 8 NA "A1" "111-18 156TH   STREET                    " "            " 11433 1 0 1 " 4,215 " " 1,366 " 1930 1 "A1" " 240,000 " "12/14/2015" 240000 1366 4215 0
"22331" 4 "SOUTH JAMAICA            " "01  ONE FAMILY DWELLINGS                    " "1" 12170 19 NA "A2" "111-38 156TH STREET                      " "            " 11433 1 0 1 " 2,000 " " 920 " 1940 1 "A2" " 180,000 " "8/17/2016" 180000 920 2000 0
"22333" 4 "SOUTH JAMAICA            " "01  ONE FAMILY DWELLINGS                    " "1" 12171 6 NA "A5" "111-37 156TH   STREET                    " "            " 11433 1 0 1 " 2,521 " " 1,190 " 1955 1 "A5" " 202,800 " "9/17/2015" 202800 1190 2521 0
"22335" 4 "SOUTH JAMAICA            " "01  ONE FAMILY DWELLINGS                    " "1" 12171 35 NA "A1" "111-24 157TH STREET                      " "            " 11433 1 0 1 " 2,500 " " 1,616 " 1925 1 "A1" " 262,000 " "3/16/2016" 262000 1616 2500 0
"22336" 4 "SOUTH JAMAICA            " "01  ONE FAMILY DWELLINGS                    " "1" 12174 34 NA "A1" "111-15 158TH   STREET                    " "            " 11433 1 0 1 " 2,500 " " 1,280 " 1925 1 "A1" " 436,000 " "5/26/2016" 436000 1280 2500 0
"22337" 4 "SOUTH JAMAICA            " "01  ONE FAMILY DWELLINGS                    " "1" 12174 34 NA "A1" "111-115 158TH STREET                     " "            " 11433 1 0 1 " 2,500 " " 1,280 " 1925 1 "A1" " 213,750 " "1/22/2016" 213750 1280 2500 0
"22338" 4 "SOUTH JAMAICA            " "01  ONE FAMILY DWELLINGS                    " "1" 12174 96 NA "A1" "158-05 LINDEN BOULEVARD                  " "            " 11434 1 0 1 " 1,423 " " 1,320 " 1925 1 "A1" " 395,000 " "8/18/2016" 395000 1320 1423 0
"22339" 4 "SOUTH JAMAICA            " "01  ONE FAMILY DWELLINGS                    " "1" 12175 35 NA "A1" "111-27 157TH   STREET                    " "            " 11433 1 0 1 " 2,375 " " 1,412 " 1925 1 "A1" " 400,000 " "12/23/2015" 4e+05 1412 2375 0
"22340" 4 "SOUTH JAMAICA            " "01  ONE FAMILY DWELLINGS                    " "1" 12178 47 NA "A1" "111-14 160 STREET                        " "            " 11433 1 0 1 " 1,725 " " 1,216 " 1925 1 "A1" " 393,750 " "11/10/2015" 393750 1216 1725 0
"22343" 4 "SOUTH JAMAICA            " "01  ONE FAMILY DWELLINGS                    " "1" 12180 2 NA "A1" "162-06 112 ROAD                          " "            " 11433 1 0 1 " 4,388 " " 1,600 " 1940 1 "A1" " 370,000 " "9/3/2015" 370000 1600 4388 0
"22344" 4 "SOUTH JAMAICA            " "01  ONE FAMILY DWELLINGS                    " "1" 12181 15 NA "A1" "160-14 111TH AVENUE                      " "            " 11433 1 0 1 " 2,806 " " 1,264 " 1925 1 "A1" " 180,500 " "9/25/2015" 180500 1264 2806 0
"22345" 4 "SOUTH JAMAICA            " "01  ONE FAMILY DWELLINGS                    " "1" 12181 48 NA "A1" "160-49 CLAUDE AVENUE                     " "            " 11433 1 0 1 " 6,805 " " 1,296 " 1901 1 "A1" " 600,000 " "6/27/2016" 6e+05 1296 6805 0
"22346" 4 "SOUTH JAMAICA            " "01  ONE FAMILY DWELLINGS                    " "1" 12181 48 NA "A1" "160-49 CLAUDE AVENUE                     " "            " 11433 1 0 1 " 6,805 " " 1,296 " 1901 1 "A1" " 290,000 " "11/19/2015" 290000 1296 6805 0
"22347" 4 "SOUTH JAMAICA            " "01  ONE FAMILY DWELLINGS                    " "1" 12181 54 NA "A2" "160-39 CLAUDE AVENUE                     " "            " 11433 1 0 1 " 9,040 " " 504 " 1920 1 "A2" " 300,000 " "4/8/2016" 3e+05 504 9040 0
"22348" 4 "SOUTH JAMAICA            " "01  ONE FAMILY DWELLINGS                    " "1" 12181 63 NA "A1" "160-25 CLAUDE AVENUE                     " "            " 11433 1 0 1 " 3,423 " " 1,140 " 1925 1 "A1" " 321,000 " "5/27/2016" 321000 1140 3423 0
"22350" 4 "SOUTH JAMAICA            " "02  TWO FAMILY DWELLINGS                    " "1" 10035 31 NA "B2" "103-04 REMINGTON ST                      " "            " 11435 2 0 2 " 3,331 " " 1,920 " 2005 1 "B2" " 450,000 " "9/16/2015" 450000 1920 3331 0
"22351" 4 "SOUTH JAMAICA            " "02  TWO FAMILY DWELLINGS                    " "1" 10039 33 NA "B3" "138-14 106TH AVENUE                      " "            " 11435 2 0 2 " 2,375 " " 1,248 " 1915 1 "B3" " 425,000 " "12/28/2015" 425000 1248 2375 0
"22353" 4 "SOUTH JAMAICA            " "02  TWO FAMILY DWELLINGS                    " "1" 10040 15 NA "B3" "105-12 REMINGTON STREET                  " "            " 11435 2 0 2 " 3,008 " " 1,328 " 1920 1 "B3" " 280,000 " "5/26/2016" 280000 1328 3008 0
"22354" 4 "SOUTH JAMAICA            " "02  TWO FAMILY DWELLINGS                    " "1" 10040 26 NA "B3" "105-40 REMINGTON STREET                  " "            " 11435 2 0 2 " 2,506 " " 1,224 " 1920 1 "B3" " 190,000 " "10/27/2015" 190000 1224 2506 0
"22356" 4 "SOUTH JAMAICA            " "02  TWO FAMILY DWELLINGS                    " "1" 10042 7 NA "B3" "143-16 105TH AVENUE                      " "            " 11435 2 0 2 " 1,551 " " 1,900 " 1925 1 "B3" " 545,000 " "2/26/2016" 545000 1900 1551 0
"22357" 4 "SOUTH JAMAICA            " "02  TWO FAMILY DWELLINGS                    " "1" 10042 49 NA "B3" "105-21 REMINGTON STREET                  " "            " 11435 2 0 2 " 2,500 " " 2,110 " 1920 1 "B3" " 570,000 " "5/2/2016" 570000 2110 2500 0
"22358" 4 "SOUTH JAMAICA            " "02  TWO FAMILY DWELLINGS                    " "1" 10046 3 NA "B1" "145-06 LIBERTY AVENUE                    " "            " 11435 2 0 2 " 1,440 " " 1,728 " 1925 1 "B1" " 36,000 " "2/9/2016" 36000 1728 1440 0
"22359" 4 "SOUTH JAMAICA            " "02  TWO FAMILY DWELLINGS                    " "1" 10046 3 NA "B1" "145-06 LIBERTY AVENUE                    " "            " 11435 2 0 2 " 1,440 " " 1,728 " 1925 1 "B1" " 255,000 " "12/18/2015" 255000 1728 1440 0
"22361" 4 "SOUTH JAMAICA            " "02  TWO FAMILY DWELLINGS                    " "1" 10046 22 NA "B3" "145-17 105TH   AVENUE                    " "            " 11435 2 0 2 " 2,500 " " 1,872 " 1910 1 "B3" " 253,930 " "8/12/2016" 253930 1872 2500 0
"22362" 4 "SOUTH JAMAICA            " "02  TWO FAMILY DWELLINGS                    " "1" 10047 24 NA "B3" "145-17 106TH   AVENUE                    " "            " 11435 2 0 2 " 3,125 " " 1,504 " 1920 1 "B3" " 600,000 " "8/11/2016" 6e+05 1504 3125 0
"22364" 4 "SOUTH JAMAICA            " "02  TWO FAMILY DWELLINGS                    " "1" 10054 32 NA "B3" "106-09 LIVERPOOL STREET                  " "            " 11435 2 0 2 " 2,500 " " 1,536 " 1910 1 "B3" " 565,000 " "10/29/2015" 565000 1536 2500 0
"22365" 4 "SOUTH JAMAICA            " "02  TWO FAMILY DWELLINGS                    " "1" 10055 21 NA "B2" "146-55 105TH AVENUE                      " "            " 11435 2 0 2 " 2,650 " " 2,270 " 1920 1 "B2" " 530,000 " "10/30/2015" 530000 2270 2650 0
"22369" 4 "SOUTH JAMAICA            " "02  TWO FAMILY DWELLINGS                    " "1" 10069 132 NA "B3" "141-01 LAKEWOOD AVE                      " "            " 11435 2 0 2 " 3,200 " " 1,160 " 1925 1 "B3" " 355,000 " "12/21/2015" 355000 1160 3200 0
"22370" 4 "SOUTH JAMAICA            " "02  TWO FAMILY DWELLINGS                    " "1" 10069 134 NA "S2" "141-03 109TH AVENUE                      " "            " 11435 2 1 3 " 1,050 " " 1,862 " 1920 1 "S2" " 325,000 " "6/20/2016" 325000 1862 1050 0
"22371" 4 "SOUTH JAMAICA            " "02  TWO FAMILY DWELLINGS                    " "1" 10069 134 NA "S2" "141-03 LAKEWOOD AVENUE                   " "            " 11435 2 1 3 " 1,050 " " 1,862 " 1920 1 "S2" " 394,000 " "3/2/2016" 394000 1862 1050 0
"22372" 4 "SOUTH JAMAICA            " "02  TWO FAMILY DWELLINGS                    " "1" 10076 4 NA "B3" "107-11 PINEGROVE STREET                  " "            " 11435 2 0 2 " 2,500 " " 1,536 " 1915 1 "B3" " 140,000 " "9/30/2015" 140000 1536 2500 0
"22373" 4 "SOUTH JAMAICA            " "02  TWO FAMILY DWELLINGS                    " "1" 10076 5 NA "B3" "107-09 PINEGROVE STREET                  " "            " 11435 2 0 2 " 2,500 " " 1,580 " 1910 1 "B3" " 555,000 " "7/7/2016" 555000 1580 2500 0
"22374" 4 "SOUTH JAMAICA            " "02  TWO FAMILY DWELLINGS                    " "1" 10076 5 NA "B3" "107-09 PINEGROVE STREET                  " "            " 11435 2 0 2 " 2,500 " " 1,580 " 1910 1 "B3" " 100,000 " "3/2/2016" 1e+05 1580 2500 0
"22376" 4 "SOUTH JAMAICA            " "02  TWO FAMILY DWELLINGS                    " "1" 10076 22 NA "B3" "107-14 INWOOD STREET                     " "            " 11435 2 0 2 " 5,000 " " 1,254 " 1915 1 "B3" " 195,000 " "3/9/2016" 195000 1254 5000 0
"22377" 4 "SOUTH JAMAICA            " "02  TWO FAMILY DWELLINGS                    " "1" 10078 54 NA "B3" "144-01 LAKEWOOD AVENUE                   " "            " 11435 2 0 2 " 1,922 " " 1,700 " 1920 1 "B3" " 295,000 " "3/11/2016" 295000 1700 1922 0
"22378" 4 "SOUTH JAMAICA            " "02  TWO FAMILY DWELLINGS                    " "1" 10081 5 NA "B2" "107-35 INWOOD STREET                     " "            " 11435 2 0 2 " 3,600 " " 2,200 " 1915 1 "B2" " 560,000 " "9/21/2015" 560000 2200 3600 0
"22379" 4 "SOUTH JAMAICA            " "02  TWO FAMILY DWELLINGS                    " "1" 10082 1 NA "B2" "106-49 PRINCETON STREET                  " "            " 11435 2 0 2 " 2,500 " " 2,304 " 1915 1 "B2" " 465,000 " "2/17/2016" 465000 2304 2500 0
"22380" 4 "SOUTH JAMAICA            " "02  TWO FAMILY DWELLINGS                    " "1" 10082 109 NA "B2" "145-46 TUSKEGEE AIRMEN WAY               " "            " 11435 2 0 2 " 2,101 " " 2,184 " 2006 1 "B2" " 416,850 " "9/17/2015" 416850 2184 2101 0
"22381" 4 "SOUTH JAMAICA            " "02  TWO FAMILY DWELLINGS                    " "1" 10083 10 NA "B2" "145-48 107TH   AVENUE                    " "            " 11435 2 0 2 " 2,500 " " 2,016 " 1910 1 "B2" " 530,000 " "2/4/2016" 530000 2016 2500 0
"22382" 4 "SOUTH JAMAICA            " "02  TWO FAMILY DWELLINGS                    " "1" 10085 4 NA "B2" "106-41 LIVERPOOL STREET                  " "            " 11435 2 0 2 " 2,500 " " 2,160 " 1920 1 "B2" " 545,000 " "6/22/2016" 545000 2160 2500 0
"22385" 4 "SOUTH JAMAICA            " "02  TWO FAMILY DWELLINGS                    " "1" 10120 3 NA "B1" "106-51 150TH STREET                      " "            " 11435 2 1 2 " 2,096 " " 3,150 " 1899 1 "S2" " 451,264 " "12/15/2015" 451264 3150 2096 0
"22386" 4 "SOUTH JAMAICA            " "02  TWO FAMILY DWELLINGS                    " "1" 10120 24 NA "B2" "106-14 153RD STREET                      " "            " 11433 2 0 2 " 1,153 " " 1,512 " 1920 1 "B2" " 150,000 " "11/18/2015" 150000 1512 1153 0
"22387" 4 "SOUTH JAMAICA            " "02  TWO FAMILY DWELLINGS                    " "1" 10123 43 NA "B2" "106-13 155TH   STREET                    " "            " 11433 2 0 2 " 2,002 " " 2,920 " 2002 1 "B2" " 300,000 " "12/11/2015" 3e+05 2920 2002 0
"22388" 4 "SOUTH JAMAICA            " "02  TWO FAMILY DWELLINGS                    " "1" 10124 43 NA "B2" "106-31 156TH STREET                      " "            " 11433 2 0 2 " 2,600 " " 1,600 " 1910 1 "B2" " 175,000 " "8/18/2016" 175000 1600 2600 0
"22390" 4 "SOUTH JAMAICA            " "02  TWO FAMILY DWELLINGS                    " "1" 10129 46 NA "B1" "106-47 UNION HALL                        " "            " 11433 2 0 2 " 2,220 " " 2,140 " 1915 1 "B1" " 365,000 " "10/21/2015" 365000 2140 2220 0
"22393" 4 "SOUTH JAMAICA            " "02  TWO FAMILY DWELLINGS                    " "1" 10130 21 NA "B1" "150-32 107TH   AVENUE                    " "            " 11433 2 0 2 " 1,953 " " 2,108 " 1993 1 "B1" " 470,000 " "11/5/2015" 470000 2108 1953 0
"22394" 4 "SOUTH JAMAICA            " "02  TWO FAMILY DWELLINGS                    " "1" 10130 28 NA "B1" "150-42 107TH   AVENUE                    " "            " 11433 2 0 2 " 1,953 " " 2,170 " 1993 1 "B1" " 455,000 " "9/15/2015" 455000 2170 1953 0
"22396" 4 "SOUTH JAMAICA            " "02  TWO FAMILY DWELLINGS                    " "1" 10131 27 NA "B2" "150-46 SHORE AVENUE                      " "            " 11433 2 0 2 " 3,100 " " 1,788 " 1920 1 "B2" " 478,000 " "12/30/2015" 478000 1788 3100 0
"22397" 4 "SOUTH JAMAICA            " "02  TWO FAMILY DWELLINGS                    " "1" 10134 58 NA "B3" "155-05 108TH   AVENUE                    " "            " 11433 2 0 2 " 2,000 " " 1,155 " 1910 1 "B3" " 225,000 " "7/19/2016" 225000 1155 2000 0
"22398" 4 "SOUTH JAMAICA            " "02  TWO FAMILY DWELLINGS                    " "1" 10135 8 NA "B2" "107-43 156 STREET                        " "            " 11433 2 0 2 " 2,500 " " 1,760 " 1940 1 "B2" " 40,000 " "3/9/2016" 40000 1760 2500 0
"22399" 4 "SOUTH JAMAICA            " "02  TWO FAMILY DWELLINGS                    " "1" 10135 15 NA "B2" "107-27 156TH   STREET                    " "            " 11433 2 0 2 " 5,009 " " 1,040 " 1920 1 "B2" " 150,000 " "4/29/2016" 150000 1040 5009 0
"22400" 4 "SOUTH JAMAICA            " "02  TWO FAMILY DWELLINGS                    " "1" 10140 1 NA "B1" "162-14 107TH   AVENUE                    " "            " 11433 2 0 2 " 1,225 " " 1,592 " 1920 1 "B1" " 480,000 " "9/9/2015" 480000 1592 1225 0
"22401" 4 "SOUTH JAMAICA            " "02  TWO FAMILY DWELLINGS                    " "1" 10142 60 NA "B1" "108-46 154TH STREET                      " "            " 11433 2 0 2 " 2,000 " " 1,406 " 1901 1 "B1" " 457,000 " "12/16/2015" 457000 1406 2000 0
"22402" 4 "SOUTH JAMAICA            " "02  TWO FAMILY DWELLINGS                    " "1" 10142 63 NA "B1" "108-56 154 STREET                        " "            " 11433 2 0 2 " 1,833 " " 1,672 " 2003 1 "B1" " 460,000 " "5/4/2016" 460000 1672 1833 0
"22403" 4 "SOUTH JAMAICA            " "02  TWO FAMILY DWELLINGS                    " "1" 10146 16 NA "B1" "108-15 157TH STREET                      " "            " 11433 2 0 2 " 3,786 " " 2,100 " 2007 1 "B1" " 250,000 " "6/17/2016" 250000 2100 3786 0
"22405" 4 "SOUTH JAMAICA            " "02  TWO FAMILY DWELLINGS                    " "1" 10149 76 NA "B2" "160-13 109 AVENUE                        " "            " 11433 2 0 2 " 4,629 " " 1,512 " 1910 1 "B2" " 10,000 " "4/10/2016" 10000 1512 4629 0
"22406" 4 "SOUTH JAMAICA            " "02  TWO FAMILY DWELLINGS                    " "1" 10149 76 NA "B2" "160-13 109TH   AVENUE                    " "            " 11433 2 0 2 " 4,629 " " 1,512 " 1910 1 "B2" " 450,000 " "11/2/2015" 450000 1512 4629 0
"22407" 4 "SOUTH JAMAICA            " "02  TWO FAMILY DWELLINGS                    " "1" 10150 38 NA "S2" "108-04 GUY R. BREWER BLVD                " "            " 11433 2 1 3 " 2,300 " " 2,000 " 1910 1 "S2" " 410,000 " "12/23/2015" 410000 2000 2300 0
"22408" 4 "SOUTH JAMAICA            " "02  TWO FAMILY DWELLINGS                    " "1" 10161 12 NA "B3" "104-16 164TH   STREET                    " "            " 11433 2 0 2 " 1,710 " " 1,328 " 1910 1 "B3" " 365,000 " "11/17/2015" 365000 1328 1710 0
